timestamp,operation,duration_ms
1769032292.9070973,training_step,0.16709999181330204
1769032292.908155,visual_agents,0.4959999932907522
1769032292.9196646,stats_display,12.200800003483891
1769032292.9196646,managers,0.005399997462518513
1769032292.9196646,total_frame,12.92710000416264
1769032293.017924,training_step,0.13010000111535192
1769032293.0189724,visual_agents,1.0006000084104016
1769032293.0199683,stats_display,1.299800002016127
1769032293.0199683,managers,0.00449999060947448
1769032293.020947,total_frame,2.477400004863739
1769032293.9391987,training_step,0.12929999502375722
1769032293.9402149,visual_agents,1.1972000065725297
1769032293.941557,stats_display,1.3424999924609438
1769032293.941557,managers,0.0026000052457675338
1769032293.941557,total_frame,2.7082999877166003
1769032293.9569054,training_step,0.11959999392274767
1769032293.957415,visual_agents,0.9392999927513301
1769032293.9584286,stats_display,1.181600004201755
1769032293.9584286,managers,0.0021000014385208488
1769032293.9584286,total_frame,2.2739999985788018
1769032293.9754796,training_step,0.13780000153928995
1769032293.9780006,visual_agents,1.2977000005776063
1769032293.979005,stats_display,1.3299999991431832
1769032293.979005,managers,0.002800006768666208
1769032293.979005,total_frame,2.8048000094713643
1769032293.9935567,training_step,0.12709999282378703
1769032293.9945881,visual_agents,1.1147000041091815
1769032293.9955688,stats_display,1.2544000055640936
1769032293.9955688,managers,0.0024000037228688598
1769032293.9955688,total_frame,2.5320999993709847
1769032294.0116656,training_step,0.1336999994236976
1769032294.0126655,visual_agents,1.2873999949079007
1769032294.0136843,stats_display,1.3029000110691413
1769032294.0136843,managers,0.0029999937396496534
1769032294.0136843,total_frame,2.76690001192037
1769032294.0272481,training_step,0.12040000001434237
1769032294.0282607,visual_agents,0.933999996050261
1769032294.0292594,stats_display,1.0164999985136092
1769032294.0292594,managers,0.0023000029614195228
1769032294.0292594,total_frame,2.1009999909438193
1769032294.043798,training_step,0.11730000551324338
1769032294.0447981,visual_agents,1.0371000098530203
1769032294.0457985,stats_display,1.1588000052142888
1769032294.0457985,managers,0.0022000021999701858
1769032294.0457985,total_frame,2.3449000000255182
1769032294.0588603,training_step,0.12169999536126852
1769032294.059873,visual_agents,1.0477000032551587
1769032294.0608716,stats_display,1.1878000077558681
1769032294.0608716,managers,0.0023999891709536314
1769032294.0608716,total_frame,2.3908000002847984
1769032294.074927,training_step,0.12200001219753176
1769032294.0759265,visual_agents,1.0498999909032136
1769032294.0774348,stats_display,1.1694999993778765
1769032294.0774348,managers,0.002700006007216871
1769032294.0774348,total_frame,2.3748999956296757
1769032294.089988,training_step,0.1100999943446368
1769032294.0909877,visual_agents,1.0278999980073422
1769032294.0929902,stats_display,1.1257000005571172
1769032294.0929902,managers,0.0019999861251562834
1769032294.0929902,total_frame,2.2945999953662977
1769032294.1062229,training_step,0.10609999299049377
1769032294.1072693,visual_agents,1.043199998093769
1769032294.1078231,stats_display,1.065900010871701
1769032294.1078231,managers,0.0021000014385208488
1769032294.1078231,total_frame,2.2440000029746443
1769032294.1203969,training_step,0.10550000297371298
1769032294.1213953,visual_agents,1.0026999952970073
1769032294.122395,stats_display,1.0986999986926094
1769032294.122395,managers,0.0020000006770715117
1769032294.122395,total_frame,2.2375999978976324
1769032294.1361263,training_step,0.12789999891538173
1769032294.1376743,visual_agents,1.3652999914484099
1769032294.1396832,stats_display,1.271499990252778
1769032294.1396832,managers,0.0026000052457675338
1769032294.1396832,total_frame,2.8024000057484955
1769032294.152241,training_step,0.11380000796634704
1769032294.1532412,visual_agents,1.0092000011354685
1769032294.1542406,stats_display,1.0604999988572672
1769032294.1542406,managers,0.0015999976312741637
1769032294.1542406,total_frame,2.2161000088090077
1769032294.1679592,training_step,0.11550000635907054
1769032294.168959,visual_agents,1.0691999923437834
1769032294.1699584,stats_display,1.0781000019051135
1769032294.1699584,managers,0.0018999999156221747
1769032294.1699584,total_frame,2.292799996212125
1769032294.18251,training_step,0.11360000644344836
1769032294.1835096,visual_agents,1.1314000003039837
1769032294.1845102,stats_display,1.0676000092644244
1769032294.1845102,managers,0.0015999976312741637
1769032294.1845102,total_frame,2.345100001548417
1769032294.1954174,training_step,0.10340000153519213
1769032294.19695,visual_agents,1.2025000032735988
1769032294.197985,stats_display,1.0900999914156273
1769032294.197985,managers,0.0016999983927235007
1769032294.197985,total_frame,2.4296000046888366
1769032294.210536,training_step,0.10750000365078449
1769032294.2115357,visual_agents,0.9820999985095114
1769032294.2125282,stats_display,1.0523000091779977
1769032294.2125282,managers,0.0020000006770715117
1769032294.2125282,total_frame,2.1702999947592616
1769032294.227573,training_step,0.12789999891538173
1769032294.22859,visual_agents,1.2109000090276822
1769032294.2306037,stats_display,1.1610999936237931
1769032294.2306037,managers,0.0015999976312741637
1769032294.2306037,total_frame,2.5354000099468976
1769032294.2442539,training_step,0.1336999994236976
1769032294.2452986,visual_agents,1.2637000036193058
1769032294.246826,stats_display,1.19270000141114
1769032294.246826,managers,0.0023000029614195228
1769032294.246826,total_frame,2.6264999905833974
1769032294.2604165,training_step,0.1323000033153221
1769032294.2614155,visual_agents,1.344399992376566
1769032294.2629614,stats_display,1.2026999902445823
1769032294.2629614,managers,0.0024000037228688598
